episode_id,source,chem,plate,n_cand,dims,max_merit,chance,cls_gp,cls_xrd,fm_prior,fm_xrd,fm_xrd_nogap,fm_xrd_nomace,cluster
P3459_20160310.184511_385nm,pool,Bi-V,3459,15,1,2.3285e-05,0.38215,0.60712,0.60712,0.22792,0.01332,0.01332,0.02817,Ni-V
P3557_20170802.130408_455nm,pool,Ca-Cu-V,3557,158,3,1.95882,0.53749,0.69839,0.86606,0.38325,0.00343,0.40003,0.41522,Ni-V
P3557_20170802.130408_516nm,pool,Ca-Cu-V,3557,139,3,0.705593,0.57298,0.72804,0.53207,0.47207,0.2346,0.16436,0.92007,Ni-V
P3557_20170802.130408_602nm,pool,Ca-Cu-V,3557,117,3,0.180061,0.5526,0.14299,0.9409,0.48808,0.08866,0.10867,0.86558,Ni-V
P3574_20170802.123609_387nm,pool,Fe-Ni-V,3574,160,3,3.34417e-06,0.37145,0.12086,0.66982,0.50797,0.64677,0.64677,0.66982,Ni-V
P3574_20170802.123609_516nm,pool,Fe-Ni-V,3574,160,3,3.09583e-07,0.5054,0.55855,0.19946,0.63392,0.58681,0.32167,0.19946,Ni-V
P3574_20170802.123609_602nm,pool,Fe-Ni-V,3574,160,3,9.20833e-08,0.54971,0.69683,0.33032,0.33032,0.10407,0.21267,0.33032,Ni-V
P3588_20170802.131816_387nm,pool,Cu-Fe-V,3588,297,3,2.23517e-05,0.67002,0.79649,0.78314,0.41863,0.82039,0.82039,0.78609,Ni-V
P3588_20170802.131816_455nm,pool,Cu-Fe-V,3588,297,3,8.60208e-06,0.58766,0.91102,0.34144,0.36406,0.65633,0.65633,0.91102,Ni-V
P3588_20170802.131816_516nm,pool,Cu-Fe-V,3588,297,3,1.67083e-06,0.4777,0.60835,0.29726,0.27082,0.29726,0.41347,0.59302,Ni-V
P3588_20170802.131816_602nm,pool,Cu-Fe-V,3588,296,3,3.77083e-07,0.37133,0.34475,0.14169,0.12376,0.0895,0.0895,0.36243,Ni-V
P3592_20170802.125607_387nm,pool,Bi-Fe-V,3592,201,3,3.13629e-05,0.3852,0.15582,0.00692,0.45172,0.00692,0.00692,0.00692,Ni-V
P3592_20170802.125607_455nm,pool,Bi-Fe-V,3592,201,3,3.64904e-05,0.2479,0.16865,0.00819,0.07779,0.02478,0.0151,0.0151,Ni-V
P3592_20170802.125607_516nm,pool,Bi-Fe-V,3592,201,3,3.07167e-06,0.23578,0.13212,0.01858,0.02428,0.00404,0.01858,0.01858,Ni-V
P3592_20170802.125607_602nm,pool,Bi-Fe-V,3592,201,3,1.18333e-07,0.41117,0.55634,0.13028,0.12676,0.09155,0.13028,0.13028,Ni-V
P3594_20170802.122251_387nm,pool,Cr-Fe-V,3594,201,3,0.927802,0.39311,0.22209,0.2699,0.59588,0.39887,0.39887,0.2699,Ni-V
P3594_20170802.122251_455nm,pool,Cr-Fe-V,3594,201,3,0.243917,0.58948,0.65306,0.48063,1.0,0.59818,0.59818,0.48063,Ni-V
P3594_20170802.122251_602nm,pool,Cr-Fe-V,3594,201,3,0.0997285,0.56795,0.85714,0.77625,0.46299,0.13597,0.17212,0.77625,Ni-V
P3925_20171020.172955_387nm,pool,Bi-Cu-V,3925,149,3,4.46704e-05,0.22609,0.19564,0.07389,0.08166,0.56036,0.52424,0.52424,Ni-V
P3925_20171020.172955_455nm,pool,Bi-Cu-V,3925,143,3,5.39447e-05,0.22663,0.13593,0.08345,0.07841,0.54235,0.54235,0.15344,Ni-V
P3925_20171020.172955_516nm,pool,Bi-Cu-V,3925,138,3,1.57421e-06,0.47602,0.16689,0.15982,0.60377,0.81715,0.81715,0.88212,Ni-V
P3925_20171020.172955_602nm,pool,Bi-Cu-V,3925,142,3,2.59545e-07,0.42862,0.21016,0.24081,0.8993,0.36778,0.36778,0.10508,Ni-V
P3925_20171026.105605_387nm,pool,Bi-Cu-V,3925,147,3,3.58318e-05,0.32071,0.93638,0.16168,0.76633,0.93638,5e-05,0.93638,Ni-V
P3925_20171026.105605_455nm,pool,Bi-Cu-V,3925,141,3,3.58932e-05,0.25774,0.87064,0.16178,0.86747,0.87064,0.35123,0.35123,Ni-V
P3925_20171026.105605_516nm,pool,Bi-Cu-V,3925,137,3,1.26136e-06,0.31055,0.83064,0.18198,0.80565,0.83064,0.32025,0.32025,Ni-V
P3925_20171026.105605_602nm,pool,Bi-Cu-V,3925,137,3,1.71818e-07,0.20079,0.7159,0.02646,0.48942,0.47619,0.13343,0.7159,Ni-V
P3925_20171115.163552_387nm,pool,Bi-Cu-V,3925,296,3,4.46704e-05,0.24362,0.16298,0.07584,0.6147,0.0,4e-05,0.07584,Ni-V
P3925_20171115.163552_455nm,pool,Bi-Cu-V,3925,284,3,5.39447e-05,0.19951,0.18446,0.10376,0.57719,0.00359,0.00359,0.0,Ni-V
P3925_20171115.163552_516nm,pool,Bi-Cu-V,3925,275,3,1.57421e-06,0.3766,0.46474,0.51555,0.64554,0.25661,0.02264,0.02264,Ni-V
P3925_20171115.163552_602nm,pool,Bi-Cu-V,3925,279,3,2.59545e-07,0.30577,0.3961,0.13398,0.32399,0.0,0.0,0.00263,Ni-V
P3933_20180830.102805_455nm,pool,Bi-Cu,3933,18,1,-1.50455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ni-V
P4135_20170727.133340_455nm,pool,Ca-Co-Mn,4135,183,3,1.18333e-07,0.21971,0.18662,0.51409,0.19014,0.19718,0.19718,0.51409,Ca-Mn
P4135_20170727.133340_516nm,pool,Ca-Co-Mn,4135,183,3,9.33333e-08,0.23861,0.14732,0.04911,0.125,0.16518,0.16518,0.04911,Ca-Mn
P4135_20170727.133340_602nm,pool,Ca-Co-Mn,4135,183,3,1.22917e-07,0.27053,0.17288,0.17288,0.02712,0.10847,0.07797,0.17288,Ca-Mn
P4376_20171130.114752_387nm,pool,Bi-Cu-V,4376,149,3,4.91723e-05,0.15798,0.0001,0.7179,0.02219,0.7179,0.00055,0.00055,Ni-V
P4376_20171130.114752_455nm,pool,Bi-Cu-V,4376,117,3,5.1218e-05,0.20102,2e-05,0.00021,0.01675,0.7977,0.00077,0.0006,Ni-V
P4376_20171130.114752_516nm,pool,Bi-Cu-V,4376,117,3,3.161e-05,0.21982,0.00795,0.01199,0.07143,0.71753,0.71753,0.00795,Ni-V
P4376_20171130.114752_602nm,pool,Bi-Cu-V,4376,121,3,3.13414e-05,0.20608,0.0,0.72885,0.06874,0.72885,0.72885,0.72885,Ni-V
